1,51383.0078125,0.23
2,149885.890625,0.25
3,101059.6640625,0.26
4,13283.6416015625,0.28
5,47815.81640625,0.29
6,78838.078125,0.30
7,53217.03125,0.32
8,15970.83984375,0.33
9,13560.9052734375,0.34
10,21807.74609375,0.36
11,15374.513671875,0.37
12,3822.2939453125,0.38
13,6124.30078125,0.40
14,11626.7431640625,0.41
15,7815.8154296875,0.42
16,958.8195190429688,0.44
17,4475.65673828125,0.45
18,10498.9609375,0.46
19,8902.607421875,0.48
20,2930.88232421875,0.49
21,1665.7169189453125,0.50
22,4088.92919921875,0.52
23,3640.286865234375,0.53
24,1522.0972900390625,0.54
25,2085.911376953125,0.55
26,3304.001953125,0.57
27,2111.014892578125,0.58
28,806.4932250976562,0.59
29,1440.127197265625,0.61
30,1743.3233642578125,0.62
31,866.4947509765625,0.63
32,1150.3115234375,0.65
33,1559.0013427734375,0.66
34,553.9656372070312,0.67
35,376.91632080078125,0.69
36,790.09912109375,0.70
37,216.03341674804688,0.71
38,611.7477416992188,0.73
39,1108.4532470703125,0.74
40,521.1322021484375,0.75
41,528.27880859375,0.77
42,766.0791015625,0.78
43,308.7543640136719,0.79
44,581.9232177734375,0.81
45,841.5010986328125,0.82
46,215.17311096191406,0.83
47,448.2342224121094,0.85
48,905.8378295898438,0.86
49,353.8871765136719,0.87
50,204.6113739013672,0.88
51,445.34832763671875,0.90
52,131.76773071289062,0.91
53,489.9041748046875,0.92
54,825.7628784179688,0.94
55,325.22735595703125,0.95
56,258.9956970214844,0.96
57,495.21893310546875,0.98
58,159.25332641601562,0.99
59,316.3477478027344,1.00
60,562.93310546875,1.02
61,163.56138610839844,1.03
62,254.19009399414062,1.04
63,515.6715087890625,1.06
64,165.36183166503906,1.07
65,224.7907257080078,1.08
66,443.2619323730469,1.10
67,140.67486572265625,1.11
68,246.2899169921875,1.12
69,445.5154113769531,1.14
70,138.99053955078125,1.15
71,235.69366455078125,1.16
72,435.7186279296875,1.18
73,141.59707641601562,1.19
74,191.77699279785156,1.20
75,357.423828125,1.21
76,96.11686706542969,1.23
77,236.10096740722656,1.24
78,441.0582275390625,1.25
79,153.45924377441406,1.27
80,130.8837127685547,1.28
81,271.1226806640625,1.29
82,66.32521057128906,1.31
83,244.4385986328125,1.32
84,447.17999267578125,1.33
85,174.62930297851562,1.35
86,86.65339660644531,1.36
87,193.62582397460938,1.37
88,44.909210205078125,1.39
89,260.0660400390625,1.40
90,452.4015197753906,1.41
91,192.92840576171875,1.43
92,64.05697631835938,1.45
93,152.5404052734375,1.46
94,48.86621856689453,1.47
95,204.7144012451172,1.49
96,340.7385559082031,1.50
97,140.84307861328125,1.52
98,115.05694580078125,1.53
99,238.97183227539062,1.54
100,141.42391967773438,1.56
101,105.29813385009766,1.57
102,164.49325561523438,1.59
103,121.48928833007812,1.60
104,88.51091766357422,1.61
105,117.77980041503906,1.63
106,117.07014465332031,1.64
107,52.19220733642578,1.66
108,98.10012817382812,1.67
109,83.29656982421875,1.68
110,31.92782211303711,1.70
111,44.04583740234375,1.71
112,37.65979766845703,1.73
113,53.14292907714844,1.74
114,23.081012725830078,1.75
115,124.647705078125,1.77
116,157.63351440429688,1.78
117,52.49790573120117,1.80
118,118.82100677490234,1.81
119,216.85745239257812,1.82
120,162.1810302734375,1.84
121,80.39069366455078,1.85
122,71.3915023803711,1.87
123,135.0797882080078,1.88
124,103.41084289550781,1.89
125,26.525196075439453,1.91
126,55.63864517211914,1.92
127,52.093971252441406,1.94
128,24.502138137817383,1.95
129,49.27198791503906,1.96
130,38.62895965576172,1.98
131,32.20359802246094,1.99
132,58.975547790527344,2.01
133,34.49433135986328,2.02
134,47.078895568847656,2.03
135,69.55242156982422,2.05
136,58.43389129638672,2.06
137,25.42301368713379,2.08
138,42.16844940185547,2.09
139,59.6910400390625,2.10
140,33.6053352355957,2.12
141,40.18882369995117,2.13
142,61.98872375488281,2.15
143,62.50832748413086,2.16
144,34.54536819458008,2.17
145,25.657058715820312,2.19
146,57.83538055419922,2.20
147,50.38533401489258,2.22
148,59.54851531982422,2.23
149,45.96068572998047,2.24
150,32.60926055908203,2.26
151,38.884925842285156,2.27
152,39.118324279785156,2.29
153,29.720272064208984,2.30
154,39.818843841552734,2.31
155,37.260711669921875,2.33
156,37.7900390625,2.34
157,37.07205581665039,2.36
158,33.814849853515625,2.37
159,25.83444595336914,2.38
160,39.45677947998047,2.40
161,42.49587631225586,2.41
162,30.292020797729492,2.43
163,28.339271545410156,2.44
164,31.682476043701172,2.45
165,24.77129364013672,2.47
166,36.067596435546875,2.48
167,39.80743408203125,2.50
168,27.991012573242188,2.51
169,24.765335083007812,2.52
170,32.03201675415039,2.54
171,26.0842342376709,2.55
172,32.699806213378906,2.57
173,35.648040771484375,2.58
174,26.4244327545166,2.59
175,23.421127319335938,2.61
176,30.799514770507812,2.62
177,27.35173988342285,2.64
178,26.393028259277344,2.65
179,26.871803283691406,2.66
180,25.837833404541016,2.68
181,23.176937103271484,2.69
182,28.046871185302734,2.71
183,26.917316436767578,2.72
184,22.627033233642578,2.73
185,21.573909759521484,2.75
186,29.054040908813477,2.76
187,27.466781616210938,2.78
188,22.407411575317383,2.79
189,21.558025360107422,2.80
190,26.04479217529297,2.82
191,23.679691314697266,2.83
192,23.64006805419922,2.85
193,23.595420837402344,2.86
194,22.680618286132812,2.88
195,21.976757049560547,2.89
196,23.939332962036133,2.91
197,22.962364196777344,2.92
198,22.09691619873047,2.93
199,22.066043853759766,2.95
200,22.253164291381836,2.96
201,21.774593353271484,2.98
202,22.324798583984375,2.99
203,22.049428939819336,3.00
204,21.687232971191406,3.02
205,21.860116958618164,3.03
206,20.842504501342773,3.05
207,21.7327880859375,3.06
208,19.686973571777344,3.07
209,21.660892486572266,3.09
